Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
bq,Edison_3_mini,bq,Edison_3_mini,1975MB,Tablet,Intel Z3735F,,800x1280,160,armeabi;armeabi-v7a;x86,21,3.1,0,0.00%,0.00%,0.00%
Multilaser,ML_SO0Q_M10_3G,Multilaser,M10 3G,2026MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,160,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
ASTECH,dangni,ASTECH,Smart TV,975MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),1080x1920,213,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
TABI_by_t_go,TGO_TB1001_4R,Tabi_by_T_GO,TGO_TB1001_4R,4079MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
VIOTTO,mountbaker,KTCtv,VIOTTO,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
qunyiCO,Y7_0,qunyiCO,Y7,2000MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
DOOGEE,S61,Doogee,S61,6078MB,Phone,Mediatek MT6765V/CB,Imagination Tech PowerVR GE8320 (680 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
GDL,GigaX_S7,GDL(BD),GigaX_S7,3965MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1560,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Htc,htc_bre2dugl,HTC,Desire 12s,2968MB,Phone,Qualcomm SDM435,Qualcomm Adreno 505 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Hisense,harajuku,Hisense,H5500F,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28;30,2.0,0,0.00%,0.00%,0.00%
MASTERTECH,mountbaker,MASTERTECH,MASTERTECH,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Vodafone,VFD320,Vodafone,VFD320,472MB,Phone,Mediatek MT6580M,,480x800,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
SSmooth,Smooth5_5_Lite,SSmooth,Smooth 5.5 Lite,931MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
RCA,TAB_One,RCA,TAB_One,3951MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
XGIMI,xgimiapollo,XGIMI,MoGo,2006MB,TV,Amlogic AMLT950X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
SCVInfinity,SEI630SCV,SCV Infinity,SCVinfi 4K,2086MB,TV,Amlogic AMLS905C1,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Ulefone,Power_5S,Ulefone,Power 5S,3988MB,Phone,Mediatek MT6763,2x ARM Mali G71 (700 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Grunhelm,ikebukuro,Grunhelm,GT9HD32,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
LP,LP_N_50,LP (TN),N-50,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
HUAWEI,HWPOT-HF,Huawei,华为畅享 9S,2849MB,Phone,HiSilicon KIRIN710F,4x ARM Mali G51 (1000 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
TCL,Ant,TCL,TCL 505 S,3970MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
MTR,MT9,MTR (MY),MT9,6013MB,Phone,Qualcomm SDM660,Qualcomm Adreno 512 (650 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Itel,itel-P10004L,Itel,itel VistaTab 10,3926MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-RA6,Tecno,R6+,928MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),480x854,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Sony,XQ-BC62,Sony,Xperia 1 III,11718MB,Phone,Qualcomm SM8350,Qualcomm Adreno 660 (840 MHz),1096x2560,420,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Xiaomi,HM2013023,Xiaomi,Redmi,1012MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),720x1280,320,armeabi;armeabi-v7a,17,2.0,0,0.00%,0.00%,0.00%
skyworth,shimbashi,Skyworth,North America,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
Teclast,M40Pro_EEA,Teclast,M40Pro_EEA,5979MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Premio,S57,Premio,S57,2004MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,240,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
TCL,Delhi_TF,TCL,TCL A3X,2803MB,Phone,Qualcomm SM4250,Qualcomm Adreno 610 (600 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Karma,KG555_Pro,Karma,KG555 Pro,6124MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
LNMBBS,L28-EEA,LNMBBS,L28-EEA,4000MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,186,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
vivo,1723,Vivo,vivo 1723,3739MB,Phone,Qualcomm MSM8953 Pro,Qualcomm Adreno 506 (650 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Maxon,Maxon_MX50,Maxon,MX50,959MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,240,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Sony,H3311,Sony,Xperia L2,3042MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,25,3.1,0,0.00%,0.00%,0.00%
Lava,Z100,Lava,Z100,2996MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Telenor,MediaBox_B866V2,Yettel,MediaBox,2032MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
SENRAISE,H10,SENRAISE,H10_EEA,2994MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1440,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Blaupunkt,Blaupunkt_TX60,Blaupunkt,TX60,1937MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1560,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
OPPO,OP4C7BL1,Oppo,A52,3802MB,Phone,Qualcomm SM6125,Qualcomm Adreno 610 (950 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
DEXP,T155,DEXP,T155,1962MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Prestigio,HP70A2G,Prestigio,PMT4117_3G_EEA,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
lge,alicee,LGE,LG G5 SE,2975MB,Phone,Qualcomm MSM8976,Qualcomm Adreno 510 (600 MHz),1440x2560,640,armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
asus,ASUSAI2501,Asus,ROG Phone 9 Pro,11585MB,Phone,QTI SM8750,Qualcomm Adreno 830 (1100 MHz),1080x2400,420,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Itel,itel-A551L-Pro,Itel,itel A27(P17 Pro 4G),1993MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
IPRO,S401A,Ipro,S401A,963MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
VORCOM,S7-classic,VORCOM,S7-classic,2054MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),600x1024,160,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Xiaomi,zijin,Xiaomi,Xiaomi Civi 1S,7563MB,Phone,Qualcomm SM7325,Qualcomm Adreno 642l (550 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Movix,MVX03,Movix,Movix Pro,3667MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ANS,L50,ANS,L50,942MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x854,240,armeabi;armeabi-v7a,25,3.0,0,0.00%,0.00%,0.00%
CORN,CORN_R10,CORN,CORN_R10,963MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x854,213,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
RHINO,scoutx,Rhino,RHINO T80,3838MB,Tablet,QTI SM6225,Qualcomm Adreno 610 (1115 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
AUPO,AUPO_Zeus_10_Pro,AUPO,AUPO_Zeus_10_Pro ,7965MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
zcobro,KIDS710,zcobro,KIDS710,2943MB,Tablet,Allwinner A333,ARM Mali G57 (600 MHz),600x1024,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Bmobile,Bmobile_ULTRA,BMobile,Ultra ,3937MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
PRITOM,P7_A03,Pritom,P7_A03,2000MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),600x1024,160,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
acer,Battlezone_LTE,Acer,Battlezone LTE,6067MB,Tablet,Mediatek MT8788,3x ARM Mali G72 (800 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
acer,acer_barricade,Acer,A1-734,2020MB,Phone,Mediatek MT8735,,720x1280,213,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
samsung,jfltespr,Samsung,Galaxy S4,1878MB,Phone,Qualcomm APQ8064,Qualcomm Adreno 320 (400 MHz),1080x1920,480,armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
Redmi,ruan,Redmi,Redmi Pad Pro 5G,7890MB,Tablet,Qualcomm SM7435,Qualcomm Adreno 7series (940 MHz),1600x2560,320,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
HONOR,HWTRT-Q,Huawei,荣耀畅享7 Plus,2996MB,Phone,Qualcomm MSM8940,Qualcomm Adreno 505 (450 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
ATOZEE,P12,Atozee,P12,3926MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,180,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
vernee,T3_Pro,Vernee,T3 Pro,3024MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
mara,Mara_X_sc,Mara Phones,Mara X,919MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
TAMBOARD,TB_GH,TAMBOARD,TB_GH,33071MB,Tablet,Rockchip RK3588,4x ARM Mali G610 (1000 MHz),2160x3840,420,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Blackview,WAVE_2C,Blackview,WAVE 2C,2980MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),480x854,160,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
nubia,NX679J-EEA,ZTE,NX679J,17769MB,Phone,QTI SM8450,Qualcomm Adreno 730 (818 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
BPL,OD0M_EA_T32,BPL,BPL UHD TV,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Remdun,RD15QE,Remdun,RD15QE,3771MB,Phone,Qualcomm MSM8953,Qualcomm Adreno 506 (650 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
SG,OI6,Sharp,シンプルスマホ５,2965MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
HOOZO,HZ1012,Hoozo,HZ1012,2037MB,Tablet,Mediatek MT6580,ARM Mali 400 (500 MHz),800x1280,160,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
Blackview,BV5800_RU,Blackview,BV5800_RU,1945MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
MEDION,LIFETAB_S785X,Medion,LIFETAB S785X,1073MB,Tablet,Rockchip RK3188,ARM Mali 400 (533 MHz),768x1024,160,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
M3,M3-SL10,M3 Mobile,M3-SL10,2016MB,Phone,Mediatek MT8735,,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
AXSTV,SEI130PTS,AXSTV,AXSTV130,1031MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
Vortex,ZG55,Vortex,ZG55,3034MB,Phone,Mediatek MT8765A,Imagination Tech PowerVR GE8100 (570 MHz),480x960,200,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Logicom,Logikids_Buddy,Logicom,Logikids_Buddy,3932MB,Tablet,Allwinner A537,ARM Mali G57 (600 MHz),800x1280,213,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
DOCOMO,F52A,Fujitsu,arrows NX9 F-52A,7849MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2280,420,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
TCL,Dubai_VZW,TCT (Alcatel),TCL SIGNA,1972MB,Phone,Qualcomm SDM429,Qualcomm Adreno 504 (320 MHz),720x1440,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Kurio,U3A_10_WIFI_KD,KD Interactive,TabXL-Smart-Smart2in1-Tab10,998MB,Tablet,Mediatek MT8321,,800x1280,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
ZTE,P855A03,ZTE,ZTE Axon 10 Pro,5756MB,Phone,Qualcomm SDM855,Qualcomm Adreno 640 (585 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
TCL,Pixi3-10_3G,TCT (Alcatel),9010X,1007MB,Tablet,Mediatek MT8321,,800x1280,213,armeabi;armeabi-v7a,22,2.0,0,0.00%,0.00%,0.00%
Claro,B866VH,Claro,Claro TV Box 4k,1997-2006MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920;2160x3840;720x1280,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Blaupunkt,marina,Blaupunkt,Europe,1825MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ADMIRAL,SW4H,Admiral Overseas Corporation,ADMIRAL 4K TV,1765MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
samsung,corsicave3g,Samsung,Galaxy Pocket Neo,483MB,Phone,Spreadtrum SC7715A,ARM Mali 400 (512 MHz),240x320,120,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
samsung,a7lte,Samsung,Galaxy A7,1983MB,Phone,Qualcomm MSM8939,Qualcomm Adreno 405 (550 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
vivo,1803,Vivo,vivo 1803,2945-3934MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
SKYDevices,Elite_P55Pus,Sky Devices,Elite P55Pro,1980MB,Phone,Mediatek MT6739,Imagination Tech PowerVR GE8100 (450 MHz),480x960,200,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
samsung,a12u,Samsung,Galaxy A12,2867-2868MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1600,300,arm64-v8a;armeabi;armeabi-v7a,30;31,3.2,0,0.00%,0.00%,0.00%
i3CONNECT,oversea_v,i3CONNECT,Aspen 4,8287MB,Tablet,Rockchip RK3588,4x ARM Mali G610 (1000 MHz),2160x3840,480,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
FANGOR,F-X10,FANGOR,F-X10,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ZEED,Z210,ZEED,ZEED Z-ONE,6044MB,Phone,Mediatek MT6769V/CB,ARM Mali G52 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
FIGI,Note_3_Pro,Figi,Note_3_Pro,3957MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Goally,P3_8,Goally,P3_8,3949MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
HEADWOLF,F2A,HEADWOLF,F2A,3992MB,Tablet,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Hisense,HLTE232E_10,Hisense,Hisense E50,3985MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Redmi,rosemary,Redmi,Redmi Note 10S,5863-8000MB,Phone,Mediatek MT6785,ARM Mali G76 (720 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,30;31;33,3.2,0,0.00%,0.00%,0.00%
Teclast,P40HD_ROW,Teclast,P40HD_ROW,3735MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
positivo,YPY_AB10H,Positivo,Ypy AB10H,743MB,Tablet,Allwinner A31S,,800x1280,160,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
THOMSON,R2,Thomson,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
SHINON,samseong,SHINON,SH55G7K,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
motorola,def,Motorola,motorola one hyper,3779MB,Phone,Qualcomm SDM675,Qualcomm Adreno 612 (845 MHz),1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Athesi,AP5801,Athesi,AP5801,6040MB,Phone,Mediatek MT6771T,3x ARM Mali G72 (900 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
BMAX,I8,BMAX,I8,3942MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),1536x2048,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Hisense,HS8937QC,Hisense,HLTE300E_ 02,3221MB,Phone,Qualcomm MSM8937,Qualcomm Adreno 505 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
Vision,martin,Vision,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
LEOTEC,mid1016_mk_64,Leotec,mid1016_mk_64,2056MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
SKB,BIP-EB100,SK broadband,PlayZ,3141MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Blackview,BV9200,Blackview,BV9200,8167MB,Phone,Mediatek MT6781,2x ARM Mali G57 (1000 MHz),1080x2408,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
lge,angelfish,LGE,LG Watch Style,473MB,Wearable,Qualcomm APQ8009,Qualcomm Adreno 304 (400 MHz),360x360,300,armeabi;armeabi-v7a,26,3.0,0,0.00%,0.00%,0.00%
Bmobile,Bmobile_BL60_TG05,BMobile,BL60_TG05,919MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1560,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
ELEMENT,hongkong,Element,ELEMENT,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
GM,G903,General Mobile,G903,7876MB,Phone,Mediatek MT6855,4x Imagination Tech BXM 8-256 (950 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
MASTERTECH,R4,MASTERTECH,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Qlink,Scepter_8,Qlink,Scepter_8,1008MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
SATELIT,mountbaker,SAELITE,SAELITE,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Masstel,Masstel_Tab10_WiFi,Masstel,Masstel_Tab10_WiFi,2060MB,Tablet,Rockchip RK3566,ARM Mali G52 (800 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
WIKO,W_K120,Wiko,Sunny3,471MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x854,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Lenovo,A6600a40,Lenovo,A6600 Plus,2035MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
ZTE,P655A30,ZTE,BV0710T,2824MB,Phone,Mediatek MT6755M,ARM Mali T860 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
htc,htc_b2wlj,HTC,HTL23,1912MB,Phone,Qualcomm MSM8974AC,Qualcomm Adreno 330 (574 MHz),1080x1920,480,armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
HOT,DIW377_ALT_ME,HOT (il),StreamerV3,2005MB,TV,Broadcom BCM72127,,1080x1920,320,armeabi;armeabi-v7a,31,3.1,0,0.00%,0.00%,0.00%
oboni,osaka,oboni,Smart TV,1477MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
HMD,AGTAH,HMD,HMD T21,3942MB,Tablet,Spreadtrum T612,ARM Mali G57 (650 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
